pikk;Lai;
AGRI-001;AGRI-001;TRUE
AGRI-004;AGRI-002;FALSE
AGRI-005;AGRI-003;FALSE
AGRI-006;AGRI-004;TRUE
AGRI-007;AGRI-005;TRUE
EAM-001;AGRI-006;TRUE
EAM-002;AGRI-007;TRUE
EAM-003;EAM-001;TRUE
EAM-004;EAM-002;TRUE
EAM-005;EAM-003;TRUE
EAM-006;EAM-004;TRUE
EAM-007;EAM-005;TRUE
EAM-008;EAM-006;TRUE
EAM-009;EAM-007;TRUE
EAM-010;EAM-008;TRUE
EKEI-001;EAM-009;TRUE
ENTK-001;EAM-010;TRUE
ENTK-002;EKEI-001;TRUE
ENTK-003;ENTK-001;TRUE
ERR-001;ENTK-002;TRUE
HTM-001;ENTK-003;TRUE
HTM-002;ERR-001;TRUE
HTM-003;HTM-001;TRUE
HTM-004;HTM-002;TRUE
HTM-005;HTM-003;TRUE
HTM-006;HTM-004;TRUE
HTM-007;HTM-005;TRUE
HTM-008;HTM-006;TRUE
HTM-009;HTM-007;TRUE
HTM-010;HTM-008;TRUE
HTM-011;HTM-009;TRUE
HTM-012;HTM-010;TRUE
HTM-013;HTM-011;TRUE
INNO-001;HTM-012;TRUE
INNO-002;HTM-013;TRUE
INNO-003;INNO-001;TRUE
INNO-005;INNO-002;TRUE
INNO-006;INNO-003;TRUE
INNO-007;INNO-004;FALSE
JUM-001;INNO-005;TRUE
JUM-002;INNO-006;TRUE
JUM-003;INNO-007;TRUE
JUM-004;JUM-001;TRUE
JUM-005;JUM-002;TRUE
JUM-007;JUM-003;TRUE
JUM-008;JUM-004;TRUE
KA-001;JUM-005;TRUE
KA-002;JUM-007;TRUE
KA-003;JUM-008;TRUE
KA-004;KA-001;TRUE
KA-005;KA-002;TRUE
KA-006;KA-003;TRUE
KA-007;KA-004;TRUE
KA-008;KA-005;TRUE
KA-009;KA-006;TRUE
KA-010;KA-007;TRUE
KA-011;KA-008;TRUE
KI-001;KA-009;TRUE
KI-002;KA-010;TRUE
KI-003;KA-011;TRUE
KI-004;KI-001;TRUE
KI-005;KI-002;TRUE
KI-006;KI-003;TRUE
KKA-001;KI-004;TRUE
KKA-002;KI-005;TRUE
KKA-003;KI-006;TRUE
KKA-004;KKA-001;TRUE
KKA-005;KKA-002;TRUE
KKA-007;KKA-003;TRUE
KKA-008;KKA-004;TRUE
KKA-009;KKA-005;TRUE
KKA-010;KKA-007;TRUE
KKA-011;KKA-008;TRUE
KKA-012;KKA-009;TRUE
KKA-013;KKA-010;TRUE
KUM-001;KKA-011;TRUE
LA-001;KKA-012;TRUE
LA-003;KKA-013;TRUE
LA-004;KUM-001;TRUE
LA-005;LA-001;TRUE
LA-006;LA-003;TRUE
LA-007;LA-004;TRUE
LA-008;LA-005;TRUE
LA-009;LA-006;TRUE
LA-010;LA-007;TRUE
LA-011;LA-008;TRUE
LA-012;LA-009;TRUE
LA-013;LA-010;TRUE
LA-014;LA-011;TRUE
LA-015;LA-012;TRUE
LA-016;LA-013;TRUE
LA-017;LA-014;TRUE
LA-019;LA-015;TRUE
LA-020;LA-016;TRUE
LA-022;LA-017;TRUE
LA-023;LA-019;TRUE
LA-024;LA-020;TRUE
LA-025;LA-022;TRUE
LA-026;LA-023;TRUE
LA-027;LA-024;TRUE
MA-007;LA-025;TRUE
MA-008;LA-026;TRUE
MA-010;LA-027;TRUE
MA-014;MA-007;TRUE
MA-035;MA-008;TRUE
MA-036;MA-010;TRUE
MA-037;MA-014;TRUE
MA-038;MA-035;TRUE
MA-039;MA-036;TRUE
MA-041;MA-037;TRUE
MA-042;MA-038;TRUE
MA-044;MA-039;TRUE
MA-045;MA-040;FALSE
MFA-001;MA-041;TRUE
MFA-002;MA-042;TRUE
MFA-003;MA-044;TRUE
MFA-004;MA-045;TRUE
MFA-005;MFA-001;TRUE
MFA-006;MFA-002;TRUE
MFA-007;MFA-003;TRUE
MFA-008;MFA-004;TRUE
MFA-009;MFA-005;TRUE
MFA-010;MFA-006;TRUE
MKM-001;MFA-007;TRUE
MKM-006;MFA-008;TRUE
MKM-007;MFA-009;TRUE
MKM-011;MFA-010;TRUE
MKM-017;MKM-001;TRUE
MKM-030;MKM-006;TRUE
MKM-031;MKM-007;TRUE
MKM-032;MKM-011;TRUE
MKM-033;MKM-017;TRUE
MKM-034;MKM-030;TRUE
MKM-035;MKM-031;TRUE
MKM-036;MKM-032;TRUE
MKM-037;MKM-033;TRUE
MKM-038;MKM-034;TRUE
MKM-039;MKM-035;TRUE
MKM-040;MKM-036;TRUE
MKM-041;MKM-037;TRUE
MKM-044;MKM-038;TRUE
MKM-045;MKM-039;TRUE
MKM-046;MKM-040;TRUE
MKM-049;MKM-041;TRUE
mta-001;MKM-044;TRUE
RA-001;MKM-045;TRUE
RA-002;MKM-046;TRUE
RA-003;MKM-049;TRUE
RA-004;mta-001;TRUE
RA-005;RA-001;TRUE
RA-006;RA-002;TRUE
RA-007;RA-003;TRUE
RA-008;RA-004;TRUE
RA-009;RA-005;TRUE
RA-010;RA-006;TRUE
RA-011;RA-007;TRUE
RA-012;RA-008;TRUE
RA-013;RA-009;TRUE
RA-014;RA-010;TRUE
RA-015;RA-011;TRUE
RA-016;RA-012;TRUE
RA-017;RA-013;TRUE
RES-201;RA-014;TRUE
RIA-007;RA-015;TRUE
RIA-008;RA-016;TRUE
RIA-009;RA-017;TRUE
RIA-010;RES-201;TRUE
RIA-011;RIA-007;TRUE
RIA-012;RIA-008;TRUE
RIA-013;RIA-009;TRUE
RIA-014;RIA-010;TRUE
RIA-015;RIA-011;TRUE
RIA-018;RIA-012;TRUE
RIA-019;RIA-013;TRUE
RIA-020;RIA-014;TRUE
RIA-021;RIA-015;TRUE
RIA-022;RIA-018;TRUE
RIA-023;RIA-019;TRUE
RIA-024;RIA-020;TRUE
RIA-025;RIA-021;TRUE
RIA-026;RIA-022;TRUE
RIA-027;RIA-023;TRUE
RIA-028;RIA-024;TRUE
RIA-029;RIA-025;TRUE
RIA-030;RIA-026;TRUE
RIA-031;RIA-027;TRUE
RIA-032;RIA-028;TRUE
RIA-033;RIA-029;TRUE
RIA-034;RIA-030;TRUE
RIA-035;RIA-031;TRUE
RM-001;RIA-032;TRUE
RM-003;RIA-033;TRUE
RM-004;RIA-034;TRUE
RM-005;RIA-035;TRUE
RTK-001;RM-001;TRUE
SKA-001;RM-003;TRUE
SKA-002;RM-004;TRUE
SKA-003;RM-005;TRUE
SKA-004;RTK-001;TRUE
SKA-005;SKA-001;TRUE
SKA-006;SKA-002;TRUE
SKA-007;SKA-003;TRUE
SKA-008;SKA-004;TRUE
SKA-009;SKA-005;TRUE
SKA-010;SKA-006;TRUE
SKA-011;SKA-007;TRUE
SKA-012;SKA-008;TRUE
STAT-001;SKA-009;TRUE
STAT-002;SKA-010;TRUE
STAT-003;SKA-011;TRUE
STAT-004;SKA-012;TRUE
STAT-005;STAT-001;TRUE
STAT-006;STAT-002;TRUE
STAT-007;STAT-003;TRUE
STAT-008;STAT-004;TRUE
STAT-009;STAT-005;TRUE
STAT-010;STAT-006;TRUE
STAT-011;STAT-007;TRUE
STAT-012;STAT-008;TRUE
STAT-013;STAT-009;TRUE
STAT-014;STAT-010;TRUE
STAT-015;STAT-011;TRUE
STAT-016;STAT-012;TRUE
STAT-017;STAT-013;TRUE
STAT-018;STAT-014;TRUE
STAT-019;STAT-015;TRUE
STAT-020;STAT-016;TRUE
STAT-021;STAT-017;TRUE
STAT-022;STAT-018;TRUE
STAT-023;STAT-019;TRUE
TJA-008;STAT-020;TRUE
TJA-010;STAT-021;TRUE
TJA-011;STAT-022;TRUE
TJA-012;STAT-023;TRUE
TJA-013;TJA-008;TRUE
TJA-014;TJA-010;TRUE
TJA-015;TJA-011;TRUE
TJA-016;TJA-012;TRUE
TJA-017;TJA-013;TRUE
TJA-018;TJA-014;TRUE
TJA-019;TJA-015;TRUE
TJA-020;TJA-016;TRUE
TJA-021;TJA-017;TRUE
TJA-022;TJA-018;TRUE
TJA-023;TJA-019;TRUE
TJA-024;TJA-020;TRUE
TJA-028;TJA-021;TRUE
TJA-029;TJA-022;TRUE
TJA-030;TJA-023;TRUE
TJA-035;TJA-024;TRUE
TJA-036;TJA-025;FALSE
TJA-037;TJA-026;FALSE
TJA-038;TJA-027;FALSE
TJA-039;TJA-028;TRUE
TJA-040;TJA-029;TRUE
TJA-041;TJA-030;TRUE
TJA-042;TJA-031;FALSE
TJA-043;TJA-032;FALSE
TJA-044;TJA-033;FALSE
TJA-045;TJA-034;FALSE
TJA-046;TJA-035;TRUE
TJA-047;TJA-036;TRUE
TJA-048;TJA-037;TRUE
TJA-049;TJA-038;TRUE
TJA-050;TJA-039;TRUE
TJA-051;TJA-040;TRUE
TJA-052;TJA-041;TRUE
TJA-053;TJA-042;TRUE
TJA-054;TJA-043;TRUE
TJA-055;TJA-044;TRUE
TJA-056;TJA-045;TRUE
TJA-057;TJA-046;TRUE
TJA-058;TJA-047;TRUE
TJA-059;TJA-048;TRUE
TJA-060;TJA-049;TRUE
TJA-061;TJA-050;TRUE
TJA-062;TJA-051;TRUE
TJA-063;TJA-052;TRUE
TJA-064;TJA-053;TRUE
TJA-065;TJA-054;TRUE
TJA-066;TJA-055;TRUE
TJA-067;TJA-056;TRUE
TJA-068;TJA-057;TRUE
TJA-069;TJA-058;TRUE
TJA-070;TJA-059;TRUE
TJA-071;TJA-060;TRUE
TJA-072;TJA-061;TRUE
TJA-073;TJA-062;TRUE
TJA-074;TJA-063;TRUE
TJA-076;TJA-064;TRUE
TJA-077;TJA-065;TRUE
TJA-078;TJA-066;TRUE
TJA-079;TJA-067;TRUE
TJA-080;TJA-068;TRUE
TJA-081;TJA-069;TRUE
TJA-082;TJA-070;TRUE
TJA-083;TJA-071;TRUE
TJA-084;TJA-072;TRUE
TJA-085;TJA-073;TRUE
TJA-086;TJA-074;TRUE
TJA-087;TJA-075;FALSE
TKA-006;TJA-076;TRUE
TMV-009;TJA-077;TRUE
TMV-010;TJA-078;TRUE
TMV-011;TJA-079;TRUE
TMV-012;TJA-080;TRUE
TMV-013;TJA-081;TRUE
TMV-014;TJA-082;TRUE
TMV-017;TJA-083;TRUE
TMV-018;TJA-084;TRUE
TMV-019;TJA-085;TRUE
TMV-020;TJA-086;TRUE
TMV-021;TJA-087;TRUE
TMV-022;TKA-006;TRUE
TMV-024;TMV-001;FALSE
VTA-005;TMV-002;FALSE
VTA-006;TMV-003;FALSE
VTA-007;TMV-004;FALSE
VTA-008;TMV-005;FALSE
VTA-009;TMV-006;FALSE
VTA-010;TMV-007;FALSE
VTA-011;TMV-008;FALSE
VTA-012;TMV-009;TRUE
VTA-013;TMV-010;TRUE
VTA-014;TMV-011;TRUE
VTA-015;TMV-012;TRUE
VTA-016;TMV-013;TRUE
VTA-017;TMV-014;TRUE
VTA-018;TMV-015;FALSE
VTA-019;TMV-016;FALSE
VTA-020;TMV-017;TRUE
VTA-021;TMV-018;TRUE
VTA-022;TMV-019;TRUE
VTA-023;TMV-020;TRUE
VTA-024;TMV-021;TRUE
VTA-025;TMV-022;TRUE
VTA-046;TMV-023;FALSE
VTA-047;TMV-024;TRUE
VTA-048;VTA-005;TRUE
VTA-049;VTA-006;TRUE
VTA-050;VTA-007;TRUE
VTA-051;VTA-008;TRUE
VTA-052;VTA-009;TRUE
VTA-053;VTA-010;TRUE
VTA-054;VTA-011;TRUE
VTA-055;VTA-012;TRUE
VTA-056;VTA-013;TRUE
;VTA-014;TRUE
;VTA-015;TRUE
;VTA-016;TRUE
;VTA-017;TRUE
;VTA-018;TRUE
;VTA-019;TRUE
;VTA-020;TRUE
;VTA-021;TRUE
;VTA-022;TRUE
;VTA-023;TRUE
;VTA-024;TRUE
;VTA-025;TRUE
;VTA-026;FALSE
;VTA-027;FALSE
;VTA-028;FALSE
;VTA-029;FALSE
;VTA-030;FALSE
;VTA-031;FALSE
;VTA-032;FALSE
;VTA-033;FALSE
;VTA-034;FALSE
;VTA-035;FALSE
;VTA-036;FALSE
;VTA-037;FALSE
;VTA-038;FALSE
;VTA-039;FALSE
;VTA-040;FALSE
;VTA-041;FALSE
;VTA-042;FALSE
;VTA-043;FALSE
;VTA-044;FALSE
;VTA-045;FALSE
;VTA-046;TRUE
;VTA-047;TRUE
;VTA-048;TRUE
;VTA-049;TRUE
;VTA-050;TRUE
;VTA-051;TRUE
;VTA-052;TRUE
;VTA-053;TRUE
;VTA-054;TRUE
;VTA-055;TRUE
;VTA-056;TRUE
